[2025-05-09 19:44:31.775020] IP | 127.0.0.1 -> 127.0.0.53
[2025-05-12 14:15:50.041362] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.041663] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.041966] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.042235] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.042509] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.042838] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.043138] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.043409] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.043721] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.044027] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.044313] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.044602] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.044880] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.045152] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.045416] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.045680] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.045959] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.046238] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.046517] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.046840] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.047167] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.047445] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.047779] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.048114] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.048420] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.048865] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.049214] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.049544] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.049845] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.050127] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.052056] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.052391] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.052780] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.053177] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.053492] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.053769] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.054047] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.054319] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.054588] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.054854] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.055117] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.055398] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.055668] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.055936] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.056199] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.056456] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.056731] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.056987] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.057250] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.057548] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.057827] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.058058] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.058312] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.058564] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.058793] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.059014] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.059262] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.059510] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.059758] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.059992] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.060230] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.060461] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.060709] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.060934] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.061164] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.061398] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.061640] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.061878] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.062115] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.062399] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.062731] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.063076] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.063755] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.064089] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.064441] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.064800] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.065124] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.065491] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.065774] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.066011] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.066246] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.066580] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.066915] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.067209] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.067539] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.067850] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.068169] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.068457] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.068775] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.069073] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.069463] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.069873] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.070174] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.070421] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.070712] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.070956] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.071164] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.071361] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.071618] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.071884] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.072162] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.072430] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.072681] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.072887] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.073088] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.073281] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.073496] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.073711] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.073921] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.074186] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.074455] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.074738] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.075003] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.075276] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.075760] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.076057] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.076328] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.076597] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.076863] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.077123] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:50.077435] TCP | 127.0.0.1 -> 127.0.0.1
[2025-05-12 14:15:51.459235] IP | 127.0.0.1 -> 127.0.0.53
[2025-05-12 14:15:51.459867] IP | 127.0.0.1 -> 127.0.0.53
[2025-05-12 14:15:51.460301] IP | 127.0.0.1 -> 127.0.0.53
[2025-05-12 14:15:51.460672] IP | 127.0.0.1 -> 127.0.0.53
[2025-05-12 14:15:51.461034] IP | 127.0.0.1 -> 127.0.0.53
[2025-05-12 14:15:51.461393] IP | 127.0.0.1 -> 127.0.0.53
[2025-05-12 14:15:51.531079] IP | 127.0.0.53 -> 127.0.0.1
[2025-05-12 14:15:51.531933] IP | 127.0.0.53 -> 127.0.0.1
[2025-05-12 14:15:51.532562] IP | 127.0.0.53 -> 127.0.0.1
[2025-05-12 14:15:51.533129] IP | 127.0.0.53 -> 127.0.0.1
[2025-05-12 14:15:51.533727] IP | 127.0.0.53 -> 127.0.0.1
[2025-05-12 14:15:51.534273] IP | 127.0.0.53 -> 127.0.0.1
[2025-05-12 14:15:52.081113] IP | 127.0.0.1 -> 127.0.0.53
[2025-05-12 14:15:52.081741] IP | 127.0.0.1 -> 127.0.0.53
[2025-05-12 14:15:52.082244] IP | 127.0.0.1 -> 127.0.0.53
[2025-05-12 14:15:52.082732] IP | 127.0.0.1 -> 127.0.0.53
[2025-05-12 14:15:52.083204] IP | 127.0.0.1 -> 127.0.0.53
[2025-05-12 14:15:52.083662] IP | 127.0.0.1 -> 127.0.0.53
[2025-05-12 14:15:52.106904] IP | 127.0.0.53 -> 127.0.0.1
[2025-05-12 14:15:52.108131] IP | 127.0.0.53 -> 127.0.0.1
[2025-05-12 14:15:52.129322] IP | 127.0.0.53 -> 127.0.0.1
[2025-05-12 14:15:52.130266] IP | 127.0.0.53 -> 127.0.0.1
[2025-05-12 14:15:52.131273] IP | 127.0.0.53 -> 127.0.0.1
[2025-05-12 14:15:52.132319] IP | 127.0.0.53 -> 127.0.0.1
[2025-05-14 08:37:07.696108+00:00] TCP | 192.168.1.87 -> 192.168.1.1:20452
[2025-05-14 08:37:07.696136+00:00] TCP | 192.168.1.87 -> 192.168.1.1:8928
[2025-05-14 08:37:07.696144+00:00] TCP | 192.168.1.87 -> 192.168.1.1:8631
[2025-05-14 08:37:07.696149+00:00] TCP | 192.168.1.87 -> 192.168.1.1:49644
[2025-05-14 08:37:07.696153+00:00] TCP | 192.168.1.87 -> 192.168.1.1:58824
[2025-05-14 08:37:07.696156+00:00] TCP | 192.168.1.87 -> 192.168.1.1:60045
[2025-05-14 08:37:07.696160+00:00] TCP | 192.168.1.87 -> 192.168.1.1:10981
[2025-05-14 08:37:07.696164+00:00] TCP | 192.168.1.87 -> 192.168.1.1:1447
[2025-05-14 08:37:07.696168+00:00] TCP | 192.168.1.87 -> 192.168.1.1:16490
[2025-05-14 08:37:07.696172+00:00] TCP | 192.168.1.87 -> 192.168.1.1:6864
[2025-05-14 08:37:07.696175+00:00] TCP | 192.168.1.87 -> 192.168.1.1:36831
[2025-05-14 08:37:07.696179+00:00] TCP | 192.168.1.87 -> 192.168.1.1:38298
[2025-05-14 08:37:07.696182+00:00] TCP | 192.168.1.87 -> 192.168.1.1:33190
[2025-05-14 08:37:07.696186+00:00] TCP | 192.168.1.87 -> 192.168.1.1:63360
[2025-05-14 08:37:07.696190+00:00] TCP | 192.168.1.87 -> 192.168.1.1:14485
[2025-05-14 08:37:07.696193+00:00] TCP | 192.168.1.87 -> 192.168.1.1:30115
[2025-05-14 08:37:07.696197+00:00] TCP | 192.168.1.87 -> 192.168.1.1:37681
[2025-05-14 08:37:07.696200+00:00] TCP | 192.168.1.87 -> 192.168.1.1:7013
[2025-05-14 08:37:07.696204+00:00] TCP | 192.168.1.87 -> 192.168.1.1:61605
[2025-05-14 08:37:07.696207+00:00] TCP | 192.168.1.87 -> 192.168.1.1:9328
[2025-05-14 08:37:07.696211+00:00] TCP | 192.168.1.87 -> 192.168.1.1:60768
[2025-05-14 08:37:07.696215+00:00] TCP | 192.168.1.87 -> 192.168.1.1:20678
[2025-05-14 08:37:07.696218+00:00] TCP | 192.168.1.87 -> 192.168.1.1:29747
[2025-05-14 08:37:07.696222+00:00] TCP | 192.168.1.87 -> 192.168.1.1:4033
[2025-05-14 08:37:07.696226+00:00] TCP | 192.168.1.87 -> 192.168.1.1:19756
[2025-05-14 08:37:07.696230+00:00] TCP | 192.168.1.87 -> 192.168.1.1:46734
[2025-05-14 08:37:07.696234+00:00] TCP | 192.168.1.87 -> 192.168.1.1:42428
[2025-05-14 08:37:07.696239+00:00] TCP | 192.168.1.87 -> 192.168.1.1:19484
[2025-05-14 08:37:07.696243+00:00] TCP | 192.168.1.87 -> 192.168.1.1:3411
[2025-05-14 08:37:07.696247+00:00] TCP | 192.168.1.87 -> 192.168.1.1:20124
[2025-05-14 08:37:07.696250+00:00] TCP | 192.168.1.87 -> 192.168.1.1:62993
[2025-05-14 08:37:07.696254+00:00] TCP | 192.168.1.87 -> 192.168.1.1:18024
[2025-05-14 08:37:07.696257+00:00] TCP | 192.168.1.87 -> 192.168.1.1:15546
[2025-05-14 08:37:07.696261+00:00] TCP | 192.168.1.87 -> 192.168.1.1:61103
[2025-05-14 08:37:07.696264+00:00] TCP | 192.168.1.87 -> 192.168.1.1:38844
[2025-05-14 08:37:07.696267+00:00] TCP | 192.168.1.87 -> 192.168.1.1:41229
[2025-05-14 08:37:07.696270+00:00] TCP | 192.168.1.87 -> 192.168.1.1:28383
[2025-05-14 08:37:07.696274+00:00] TCP | 192.168.1.87 -> 192.168.1.1:7462
[2025-05-14 08:37:07.696277+00:00] TCP | 192.168.1.87 -> 192.168.1.1:27430
[2025-05-14 08:37:07.696280+00:00] TCP | 192.168.1.87 -> 192.168.1.1:22771
[2025-05-14 08:37:07.696283+00:00] TCP | 192.168.1.87 -> 192.168.1.1:10022
[2025-05-14 08:37:07.696287+00:00] TCP | 192.168.1.87 -> 192.168.1.1:7045
[2025-05-14 08:37:07.696291+00:00] TCP | 192.168.1.87 -> 192.168.1.1:2794
[2025-05-14 08:37:07.696294+00:00] TCP | 192.168.1.87 -> 192.168.1.1:37326
[2025-05-14 08:37:07.696298+00:00] TCP | 192.168.1.87 -> 192.168.1.1:46599
[2025-05-14 08:37:07.696301+00:00] TCP | 192.168.1.87 -> 192.168.1.1:9382
[2025-05-14 08:37:07.696305+00:00] TCP | 192.168.1.87 -> 192.168.1.1:46286
[2025-05-14 08:37:07.696308+00:00] TCP | 192.168.1.87 -> 192.168.1.1:54231
[2025-05-14 08:37:07.696311+00:00] TCP | 192.168.1.87 -> 192.168.1.1:56177
[2025-05-14 08:37:07.696315+00:00] TCP | 192.168.1.87 -> 192.168.1.1:10240
[2025-05-14 08:37:07.696318+00:00] TCP | 192.168.1.87 -> 192.168.1.1:42701
[2025-05-14 08:37:07.696322+00:00] TCP | 192.168.1.87 -> 192.168.1.1:9672
[2025-05-14 08:37:07.696325+00:00] TCP | 192.168.1.87 -> 192.168.1.1:32282
[2025-05-14 08:37:07.696329+00:00] TCP | 192.168.1.87 -> 192.168.1.1:65526
[2025-05-14 08:37:07.696332+00:00] TCP | 192.168.1.87 -> 192.168.1.1:6306
[2025-05-14 08:37:07.696336+00:00] TCP | 192.168.1.87 -> 192.168.1.1:45285
[2025-05-14 08:37:07.696340+00:00] TCP | 192.168.1.87 -> 192.168.1.1:24131
[2025-05-14 08:37:07.696343+00:00] TCP | 192.168.1.87 -> 192.168.1.1:47813
[2025-05-14 08:37:07.696346+00:00] TCP | 192.168.1.87 -> 192.168.1.1:13227
[2025-05-14 08:37:07.696350+00:00] TCP | 192.168.1.87 -> 192.168.1.1:30517
[2025-05-14 08:37:07.696353+00:00] TCP | 192.168.1.87 -> 192.168.1.1:26452
[2025-05-14 08:37:07.696357+00:00] TCP | 192.168.1.87 -> 192.168.1.1:45294
[2025-05-14 08:37:07.696360+00:00] TCP | 192.168.1.87 -> 192.168.1.1:10873
[2025-05-14 08:37:07.696363+00:00] TCP | 192.168.1.87 -> 192.168.1.1:15503
[2025-05-14 08:37:07.696367+00:00] TCP | 192.168.1.87 -> 192.168.1.1:34986
[2025-05-14 08:37:07.696371+00:00] TCP | 192.168.1.87 -> 192.168.1.1:38965
[2025-05-14 08:37:07.696374+00:00] TCP | 192.168.1.87 -> 192.168.1.1:28001
[2025-05-14 08:37:07.696378+00:00] TCP | 192.168.1.87 -> 192.168.1.1:61324
[2025-05-14 08:37:07.696381+00:00] TCP | 192.168.1.87 -> 192.168.1.1:37324
[2025-05-14 08:37:07.696384+00:00] TCP | 192.168.1.87 -> 192.168.1.1:10019
[2025-05-14 08:37:07.696388+00:00] TCP | 192.168.1.87 -> 192.168.1.1:14533
[2025-05-14 08:37:07.696391+00:00] TCP | 192.168.1.87 -> 192.168.1.1:2562
[2025-05-14 08:37:07.696394+00:00] TCP | 192.168.1.87 -> 192.168.1.1:15496
[2025-05-14 08:37:07.696398+00:00] TCP | 192.168.1.87 -> 192.168.1.1:30227
[2025-05-14 08:37:07.696411+00:00] TCP | 192.168.1.87 -> 192.168.1.1:13883
[2025-05-14 08:37:07.696415+00:00] TCP | 192.168.1.87 -> 192.168.1.1:50037
[2025-05-14 08:37:07.696418+00:00] TCP | 192.168.1.87 -> 192.168.1.1:19091
[2025-05-14 08:37:07.696422+00:00] TCP | 192.168.1.87 -> 192.168.1.1:3487
[2025-05-14 08:37:07.696426+00:00] TCP | 192.168.1.87 -> 192.168.1.1:30132
[2025-05-14 08:37:07.696430+00:00] TCP | 192.168.1.87 -> 192.168.1.1:61731
[2025-05-14 08:37:07.696433+00:00] TCP | 192.168.1.87 -> 192.168.1.1:63951
[2025-05-14 08:37:07.696436+00:00] TCP | 192.168.1.87 -> 192.168.1.1:19302
[2025-05-14 08:37:07.696440+00:00] TCP | 192.168.1.87 -> 192.168.1.1:30355
[2025-05-14 08:37:07.696443+00:00] TCP | 192.168.1.87 -> 192.168.1.1:35500
[2025-05-14 08:37:07.696447+00:00] TCP | 192.168.1.87 -> 192.168.1.1:4129
[2025-05-14 08:37:07.696450+00:00] TCP | 192.168.1.87 -> 192.168.1.1:36409
[2025-05-14 08:37:07.696453+00:00] TCP | 192.168.1.87 -> 192.168.1.1:42158
[2025-05-14 08:37:07.696456+00:00] TCP | 192.168.1.87 -> 192.168.1.1:58745
[2025-05-14 08:37:07.696460+00:00] TCP | 192.168.1.87 -> 192.168.1.1:64861
[2025-05-14 08:37:07.696463+00:00] TCP | 192.168.1.87 -> 192.168.1.1:20520
[2025-05-14 08:37:07.696466+00:00] TCP | 192.168.1.87 -> 192.168.1.1:51797
[2025-05-14 08:37:07.696469+00:00] TCP | 192.168.1.87 -> 192.168.1.1:46756
[2025-05-14 08:37:07.696473+00:00] TCP | 192.168.1.87 -> 192.168.1.1:63706
[2025-05-14 08:37:07.696476+00:00] TCP | 192.168.1.87 -> 192.168.1.1:12633
[2025-05-14 08:37:07.696480+00:00] TCP | 192.168.1.87 -> 192.168.1.1:28091
[2025-05-14 08:37:07.696483+00:00] TCP | 192.168.1.87 -> 192.168.1.1:6382
[2025-05-14 08:37:07.696487+00:00] TCP | 192.168.1.87 -> 192.168.1.1:2111
[2025-05-14 08:37:07.696490+00:00] TCP | 192.168.1.87 -> 192.168.1.1:27376
[2025-05-14 08:37:07.696493+00:00] TCP | 192.168.1.87 -> 192.168.1.1:64396
[2025-05-14 08:37:07.696497+00:00] TCP | 192.168.1.87 -> 192.168.1.1:16241
[2025-05-14 08:37:07.696500+00:00] TCP | 192.168.1.87 -> 192.168.1.1:38893
[2025-05-14 08:37:07.696503+00:00] TCP | 192.168.1.87 -> 192.168.1.1:16896
[2025-05-14 08:37:07.696506+00:00] TCP | 192.168.1.87 -> 192.168.1.1:58681
[2025-05-14 08:37:07.696510+00:00] TCP | 192.168.1.87 -> 192.168.1.1:27228
[2025-05-14 08:37:07.696513+00:00] TCP | 192.168.1.87 -> 192.168.1.1:13509
[2025-05-14 08:37:07.696516+00:00] TCP | 192.168.1.87 -> 192.168.1.1:19368
[2025-05-14 08:37:07.696520+00:00] TCP | 192.168.1.87 -> 192.168.1.1:57506
[2025-05-14 08:37:07.696523+00:00] TCP | 192.168.1.87 -> 192.168.1.1:43002
[2025-05-14 08:37:07.696526+00:00] TCP | 192.168.1.87 -> 192.168.1.1:14593
[2025-05-14 08:37:07.696530+00:00] TCP | 192.168.1.87 -> 192.168.1.1:54681
[2025-05-14 08:37:07.696588+00:00] TCP | 192.168.1.87 -> 192.168.1.1:17948
[2025-05-14 08:37:07.696593+00:00] TCP | 192.168.1.87 -> 192.168.1.1:64672
[2025-05-14 08:37:07.696596+00:00] TCP | 192.168.1.87 -> 192.168.1.1:8069
[2025-05-14 08:37:07.696600+00:00] TCP | 192.168.1.87 -> 192.168.1.1:12694
[2025-05-14 08:37:07.696603+00:00] TCP | 192.168.1.87 -> 192.168.1.1:34210
[2025-05-14 08:37:07.696606+00:00] TCP | 192.168.1.87 -> 192.168.1.1:7402
[2025-05-14 08:37:07.696609+00:00] TCP | 192.168.1.87 -> 192.168.1.1:8590
[2025-05-14 08:37:07.696612+00:00] TCP | 192.168.1.87 -> 192.168.1.1:53328
[2025-05-14 08:37:07.696616+00:00] TCP | 192.168.1.87 -> 192.168.1.1:26720
[2025-05-14 08:37:07.696619+00:00] TCP | 192.168.1.87 -> 192.168.1.1:32902
[2025-05-14 08:37:07.696622+00:00] TCP | 192.168.1.87 -> 192.168.1.1:4011
[2025-05-14 08:37:07.696626+00:00] TCP | 192.168.1.87 -> 192.168.1.1:3137
[2025-05-14 08:37:07.696629+00:00] TCP | 192.168.1.87 -> 192.168.1.1:51661
[2025-05-14 08:37:07.696632+00:00] TCP | 192.168.1.87 -> 192.168.1.1:37308
[2025-05-14 08:37:07.696635+00:00] TCP | 192.168.1.87 -> 192.168.1.1:38030
[2025-05-14 08:37:07.696639+00:00] TCP | 192.168.1.87 -> 192.168.1.1:26516
[2025-05-14 08:37:07.696642+00:00] TCP | 192.168.1.87 -> 192.168.1.1:26252
[2025-05-14 08:37:07.696645+00:00] TCP | 192.168.1.87 -> 192.168.1.1:51128
[2025-05-14 08:37:07.696648+00:00] TCP | 192.168.1.87 -> 192.168.1.1:39386
[2025-05-14 08:37:07.696652+00:00] TCP | 192.168.1.87 -> 192.168.1.1:56445
[2025-05-14 08:37:07.696655+00:00] TCP | 192.168.1.87 -> 192.168.1.1:21829
[2025-05-14 08:37:07.696658+00:00] TCP | 192.168.1.87 -> 192.168.1.1:27291
[2025-05-14 08:37:07.696661+00:00] TCP | 192.168.1.87 -> 192.168.1.1:54163
[2025-05-14 08:37:07.696665+00:00] TCP | 192.168.1.87 -> 192.168.1.1:7512
[2025-05-14 08:37:07.696668+00:00] TCP | 192.168.1.87 -> 192.168.1.1:8028
[2025-05-14 08:37:07.696671+00:00] TCP | 192.168.1.87 -> 192.168.1.1:35644
[2025-05-14 08:37:07.696674+00:00] TCP | 192.168.1.87 -> 192.168.1.1:26680
[2025-05-14 08:37:07.696677+00:00] TCP | 192.168.1.87 -> 192.168.1.1:62505
[2025-05-14 08:37:07.696681+00:00] TCP | 192.168.1.87 -> 192.168.1.1:29479
[2025-05-14 08:37:07.696684+00:00] TCP | 192.168.1.87 -> 192.168.1.1:8669
[2025-05-14 08:37:07.696687+00:00] TCP | 192.168.1.87 -> 192.168.1.1:47248
[2025-05-14 08:37:07.696690+00:00] TCP | 192.168.1.87 -> 192.168.1.1:34531
[2025-05-14 08:37:07.696693+00:00] TCP | 192.168.1.87 -> 192.168.1.1:40185
[2025-05-14 08:37:07.696697+00:00] TCP | 192.168.1.87 -> 192.168.1.1:22664
[2025-05-14 08:37:07.696700+00:00] TCP | 192.168.1.87 -> 192.168.1.1:7627
[2025-05-14 08:37:07.696703+00:00] TCP | 192.168.1.87 -> 192.168.1.1:30958
[2025-05-14 08:37:07.696706+00:00] TCP | 192.168.1.87 -> 192.168.1.1:461
[2025-05-14 08:37:07.696709+00:00] TCP | 192.168.1.87 -> 192.168.1.1:21443
[2025-05-14 08:37:07.696713+00:00] TCP | 192.168.1.87 -> 192.168.1.1:7174
[2025-05-14 08:37:07.696716+00:00] TCP | 192.168.1.87 -> 192.168.1.1:22999
[2025-05-15 13:42:05.734722+00:00] TCP | 192.168.1.211 -> 192.168.1.1:64372
[2025-05-15 13:42:05.734760+00:00] TCP | 192.168.1.211 -> 192.168.1.1:38737
[2025-05-15 13:42:05.734767+00:00] TCP | 192.168.1.211 -> 192.168.1.1:61808
[2025-05-15 13:42:05.734772+00:00] TCP | 192.168.1.211 -> 192.168.1.1:52148
[2025-05-15 13:42:05.734776+00:00] TCP | 192.168.1.211 -> 192.168.1.1:8227
[2025-05-15 13:42:05.734780+00:00] TCP | 192.168.1.211 -> 192.168.1.1:6965
[2025-05-15 13:42:05.734784+00:00] TCP | 192.168.1.211 -> 192.168.1.1:62107
[2025-05-15 13:42:05.734788+00:00] TCP | 192.168.1.211 -> 192.168.1.1:3073
[2025-05-15 13:42:05.734791+00:00] TCP | 192.168.1.211 -> 192.168.1.1:48713
[2025-05-15 13:42:05.734795+00:00] TCP | 192.168.1.211 -> 192.168.1.1:26958
[2025-05-15 13:42:05.734799+00:00] TCP | 192.168.1.211 -> 192.168.1.1:47700
[2025-05-15 13:42:05.734803+00:00] TCP | 192.168.1.211 -> 192.168.1.1:4054
[2025-05-15 13:42:05.734806+00:00] TCP | 192.168.1.211 -> 192.168.1.1:50874
[2025-05-15 13:42:05.734810+00:00] TCP | 192.168.1.211 -> 192.168.1.1:201
[2025-05-15 13:42:05.734814+00:00] TCP | 192.168.1.211 -> 192.168.1.1:37657
[2025-05-15 13:42:05.734818+00:00] TCP | 192.168.1.211 -> 192.168.1.1:16967
[2025-05-15 13:42:05.734822+00:00] TCP | 192.168.1.211 -> 192.168.1.1:12806
